Food Name,Food Code,Description,Group,Group (sub-class),Comments,Energy (kcal),Protein (g),Carbohydrate (g),Total Sugars (g),Total Nitrogen (g),NSP (g),Fibre (g),Fat (g),Starch (g),Water (g),Total Phytosterols (mg),Description Footnote,Citric acid (g),Malic acid (g),Alcohol (g),Alpha-carotene (µg),Beta-carotene (µg),Cryptoxanthins (µg),Lutein (µg),Lycopene (µg),Carotene (µg),Satd FA (/100g FA g),Satd FA /100g fd (g),n-6 poly (/100g FA g),n-6 poly (/100g food g),n-3 poly (/100g FA g),n-3 poly (/100g food g),cis-Mono FA (/100g FA g),cis-Mono FA (/100g food g),Mono FA (/100g FA g),Mono FA (/100g food g),cis-Polyu FA (/100g FA g),cis-Poly FA (/100g food g),Poly FA (/100g FA g),Poly FA (/100g food g),Sat FA excl Br (/100g FA g),Sat FA excl Br (/100g food g),Branched chain FA (/100g FA g),Branched chain FA (/100g food g),ans FAs (/100g FA g),ans FAs (/100g food g),Sodium (mg),Potassium (mg),Calcium (mg),Magnesium (mg),Phosphorus (mg),Iron (mg),Copper (mg),Zinc (mg),Chloride (mg),Manganese (mg),Selenium (µg),Iodine (µg),Other Cholesterol and Phytosterols (mg),Phytosterol (mg),Beta-sitosterol (mg),Brassicasterol (mg),Campesterol (mg),Delta-5-avenasterol (mg),Delta-7-avenasterol (mg),Delta-7-stigmastenol (mg),Stigmasterol (mg),Cholesterol (mg),Oligosaccharide (g),Glucose (g),Galactose (g),Fructose (g),Sucrose (g),Maltose (g),Lactose (g),All-trans-retinol (µg),13-cis-retinol (µg),Dehydroretinol (µg),Retinaldehyde (µg),Retinol Equivalent (µg),Retinol (µg),5-mehtyl folate (µg),Thiamin (mg),Riboflavin (mg),Niacin (mg),Tryptophan/60 (mg),Niacin equivalent (mg),Vitamin B6 (mg),Vitamin B12 (µg),Folate (µg),Pantothenate (mg),Biotin (µg),Vitamin C (mg),25-hydroxy vitamin D3 (µg),Cholecalciferol (µg),Vitamin D (µg),Alpha-tocopherol (mg),Beta-tocopherol (mg),Delta-tocopherol (mg),Gamma-tocopherol (mg),Alpha-tocotrienol (mg),Delta-tocotrienol (mg),Gamma-tocotrienol (mg),Vitamin E (mg),Vitamin K1 (µg)
"Cabbage, raw, average",13-468,"Average of January King, Savoy, summer and white",Vegetables ,DG,"As MW5 50-749/VHS 13-183 with carotenoids estimated from boiled cabbage LGC 97, Vitamin K1 from Bolton-Smith et al Br.J. Nutr.83, 2000",26,1.75,4.1,4,0.28,2.4,0,0.4,0.1,90.1,0,,0,0,0,0,385,0,0,0,1150,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,5,270,52,8,41,0.7,0.02,0.3,37,0.2,1,2,0,11,0,0,0,0,0,0,0,0,0,2,0,1.8,0.3,0,0,0,0,0,0,64,0,0,0.15,0.02,0.5,0.3,0.8,0.17,0,75,0.21,0.1,49,0,0,0,0,0,0,0,0,0,0,0.2,242
"Asparagus, boiled, weighed as served",13-469,Calculation from boiled in salted water,Vegetables ,DG,"Calculated from 13-442 with new LGC carotenoid and folate data. Vitamin K1 calculated from Bolton-Smith et al Br.J. Nutr.83, 2000",13,1.6,0.7,0.7,0.26,0.7,0,0.4,0,43.9,0,,0,0,0,0,187,0,779,0,187,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.1,0,0,0,0,0,0,29,110,12,6,24,0.3,0.04,0.3,53,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.3,0.1,0,0,0,0,0,0,31,0,78,0.06,0.03,0.4,0.3,0,0.03,0,83,0.08,0.2,5,0,0,0,0,0,0,0,0,0,0,0.56,25
"Brussels sprouts, frozen, boiled in salted water",13-470,"LGC. 10 samples, 8 brands; boiled 5-10 minutes",Vegetables ,DG,"As MW5 50-748/VHS 13-180 with folate from LGC 'Individual folates in foodstuffs' 1996, Food Surveillance Information Sheet No.92. Vitamin K1 from Bolton-Smith et al Br.J. Nutr.83, 2000",35,3.5,2.6,2.4,0.56,4.3,0,1.3,0.4,86.8,0,,0,0,0,0,320,0,0,0,320,0,0.3,0,0,0,0,0,0,0,0.1,0,0,0,0.7,0,0,0,0,0,0,73,340,29,17,66,0.6,0.04,0.4,130,0.2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.9,0.5,0,0,0,0,0,0,53,0,56,0.09,0.08,0,0.7,0.7,0.28,0,67,0.28,0.3,69,0,0,0,0,0,0,0,0,0,0,0.9,119.5
"Cabbage, boiled in salted water, average",13-471,"Average of January King, Savoy, summer and white",Vegetables ,DG,"As VHS 13-184 with new LGC values for folates and carotenoids, Vitamin K1 from Bolton-Smith et al Br.J. Nutr.83, 2000",16,1,2.15,2,0.16,1.8,0,0.4,0.1,93.1,0,,0,0,0,0,210,0,0,0,805,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,120,120,33,4,25,0.3,0.01,0.1,190,0.2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0.9,0.1,0,0,0,0,0,0,134,0,35,0.08,0.01,0.3,0.2,0.5,0.08,0,39,0.15,0,20,0,0,0,0,0,0,0,0,0,0,0.2,201
"Carrots, old, boiled in salted water",13-472,IFR.  As raw; sliced and boiled 12.5 minutes,Vegetables ,DG,"As VHS 13-201 with carotenoid values from LGC 'Determination of cis carotenoids in foodstuffs' 1997, Food Surveillance Information sheet No.104. Vitamin K1 from Bolton-Smith et al Br.J. Nutr.83, 2000",24,0.6,4.85,4.55,0.1,2.5,0,0.4,0.2,90.5,0,,0,0,0,4169,11317,0,504,0,13402,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,120,120,24,3,17,0.4,0.01,0.1,160,0.1,1,2,0,12,0,0,0,0,0,0,0,0,0,1.4,0,1.2,2,0,0,0,0,0,0,2234,0,0,0.09,0,0,0.1,0.1,0.1,0,16,0.18,0.4,2,0,0,0,0,0,0,0,0,0,0,0.56,5.5
"Carrots, young, boiled in salted water",13-473,IFR.  As raw; sliced and boiled 15 minutes,Vegetables ,DG,"As VHS 13-204 with carotenoids from LGC 'Determination of cis carotenoids in foodstuffs' 1997, Food Surveillance Information sheet No.104. Vitamin K1 from Bolton-Smith et al Br.J. Nutr.83, 2000",22,0.6,4.35,4.15,0.09,2.3,0,0.4,0.2,90.7,0,,0,0,0,3424,5991,0,398,0,7703,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,130,160,30,6,15,0.4,0.02,0.2,73,0.1,1,2,0,12,0,0,0,0,0,0,0,0,0,1.3,0,1.1,1.8,0,0,0,0,0,0,1284,0,0,0.05,0.01,0.1,0.1,0.2,0.05,0,17,0.18,0.4,2,0,0,0,0,0,0,0,0,0,0,0.56,9.2
"Leeks, boiled in salted water",13-474,IFR.  As raw; chopped and boiled 22 minutes,Vegetables ,DG,"As VHS 13-264 with carotenoids from LGC 'Determination of cis carotenoids in foodstuffs' 1997, Food Surveillance Information sheet No.104. Vitamin K1 from Bolton-Smith et al Br.J. Nutr.83, 2000",21,1.25,2.55,2,0.2,1.7,0,0.7,0.2,92.2,0,,0,0,0,0,150,0,0,0,150,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,81,150,20,2,32,0.7,0.02,0.2,130,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0.8,0.5,0,0,0,0,0,0,25,0,0,0.02,0.02,0.4,0.2,0.4,0.05,0,40,0.1,1,7,0,0,0,0,0,0,0,0,0,0,0.78,9.5
"Parsnip, boiled in salted water",13-477,LGC.  As raw; sliced and boiled 12 minutes,Vegetables ,DG,"As VHS 13-313 with folates from LGC 'Individual folates in foodstuffs' 1996, Food Surveillance Information Sheet No.92",66,1.6,12.2,5.8,0.26,4.7,0,1.2,5.8,78.7,0,,0,0,0,0,30,0,0,0,30,0,0.2,0,0,0,0,0,0,0,0.5,0,0,0,0.2,0,0,0,0,0,0,120,350,50,23,76,0.6,0.04,0.3,170,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0.5,4.5,0,0,0,0,0,0,5,0,31,0.07,0.01,0.7,0.4,1.1,0.09,0,41,0.35,0,10,0,0,0,0,0,0,0,0,0,0,1,0
"Turnip, boiled in unsalted water",13-391,"IFR. As raw; diced and boiled 19 minutes, based on boiled in salted water",Vegetables ,DG,"As VHS 13-391, Vitamin K1 from Bolton-Smith et al, Br.J. Nutr 83, 2000",12,0.6,2,1.9,0.1,1.9,0,0.2,0.1,93.1,0,,0,0,0,0,20,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,28,200,45,6,31,0.2,0.01,0.1,31,0.1,1,0,0,5,0,0,0,0,0,0,0,0,0,0.9,0,0.7,0.3,0,0,0,0,0,0,3,0,0,0.05,0.02,0.2,0.1,0,0.04,0,8,0.14,0,10,0,0,0,0,0,0,0,0,0,0,0,0.15
"Yam, raw",13-397,IFR; flesh only,Vegetables ,DG,As VHS 13-379,114,1.55,26.95,0.7,0.25,1.3,0,0.3,25,67.2,0,,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,2,380,15,15,27,0.7,0.01,0.3,10,0.1,0,0,0,10,0,0,0,0,0,0,0,0,0,0.2,0,0.1,0.4,0,0,0,0,0,0,0,0,0,0.16,0.01,0.2,0.3,0,0.16,0,8,0.31,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"Yam, boiled in unsalted water",13-400,Based on boiled in salted water,Vegetables ,DG,As VHS 13-400,133,1.7,31.5,0.7,0.27,1.4,0,0.3,29.4,64.4,0,,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,17,260,12,12,21,0.4,0.03,0.4,40,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0.2,0,0.1,0.4,0,0,0,0,0,0,0,0,0,0.14,0.01,0.2,0.4,0,0.12,0,6,0.31,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"Carrots, young, raw",13-448,"IFR; ends trimmed, scrubbed",Vegetables ,DG,"As MW5 50-756/VHS 13-023 with carotenoids from LGC 'Determination of cis carotenoids in foodstuffs' 1997, Food Surveillance Information sheet No.104. Vitamin K1 from Bolton-Smith et al Br.J. Nutr.83, 2000",30,0.7,5.95,5.55,0.11,2.4,0,0.5,0.2,88.8,0,,0,0,0,3384,6115,0,145,0,7807,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,40,240,34,9,25,0.4,0.02,0.2,39,0.1,1,2,0,12,0,0,0,0,0,0,0,0,0,1.7,0,1.5,2.4,0,0,0,0,0,0,1301,0,0,0.04,0.02,0.2,0.1,0.3,0.07,0,28,0.25,0.6,4,0,0,0,0,0,0,0,0,0,0,0.56,9.2
"Carrots, old, boiled in unsalted water",13-447,IFR.  As raw; sliced and boiled 12.5 minutes,Vegetables ,DG,"As MW5 50-755/VHS 13-202 with carotenoid values from LGC 'Determination of cis carotenoids in foodstuffs' 1997, Food Surveillance Information sheet No.104. Vitamin K1 from Bolton-Smith et al Br.J. Nutr.83, 2000",24,0.6,4.85,4.55,0.1,2.5,0,0.4,0.2,90.5,0,,0,0,0,4169,11317,0,504,0,13402,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,50,120,24,3,17,0.4,0.01,0.1,31,0.1,1,2,0,12,0,0,0,0,0,0,0,0,0,1.4,0,1.2,2,0,0,0,0,0,0,2234,0,0,0.09,0,0,0.1,0.1,0.1,0,16,0.18,0.4,2,0,0,0,0,0,0,0,0,0,0,0.56,5.5
"Mushrooms, common, fried in butter",13-416,Calculation from fried in corn oil,Vegetables ,DG,As VHS 13-416,157,2.4,0.25,0.05,0.95,1.5,0,16.2,0.2,74.8,0,,0,0,0,0,0,0,0,0,0,0,10.7,0,0,0,0,0,0,0,3.9,0,0,0,0.5,0,0,0,0,0,0,4,340,8,19,100,1,0.4,0.5,89,0.1,12,4,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0.34,2.3,0.4,0,0.19,0,11,1.4,8,1,0,0,0,0,0,0,0,0,0,0,2.84,0
"Onions, fried in lard",13-418,Calculation from fried in corn oil,Vegetables ,DG,As VHS 13-418,164,2.3,13.9,9.9,0.37,3.1,0,11.2,0.1,65.7,0,,0,0,0,0,40,0,0,0,40,0,4.6,0,0,0,0,0,0,0,4.9,0,0,0,1.1,0,0,0,0,0,0,4,370,47,8,44,0.8,0.04,0.3,53,0.2,2,6,0,0,0,0,0,0,0,0,0,10,0,3.8,0,2.8,3.4,0,0,0,0,0,0,7,0,0,0.08,0.01,0,0.5,0,0.1,0,38,0.12,1.3,3,0,0,0,0,0,0,0,0,0,0,1.93,0
"Tomatoes, fried in lard",13-419,Calculation from fried in corn oil,Vegetables ,DG,As VHS 13-419,91,0.75,5,4.9,0.13,1.3,0,7.7,0.1,84.4,0,,0,0,0,0,740,0,0,0,765,0,4.2,0,0,0,0,0,0,0,2.8,0,0,0,0.2,0,0,0,0,0,0,10,300,12,13,24,0.5,0.02,0.1,57,0.1,0,2,0,73,0,0,0,0,0,0,0,7,0,2.3,0,2.5,0.2,0,0,0,0,0,0,125,0,0,0.09,0.01,0.5,0.1,0,0.1,0,17,0.25,1.5,16,0,0,0,0,0,0,0,0,0,0,0,0
"Brussels sprouts, frozen, boiled in unsalted water",13-443,"LGC. 10 samples, 8 brands; boiled 5-10 minutes",Vegetables ,DG,"As MW5 50-748/VHS 13-181 with folate from LGC 'Individual folates in foodstuffs' 1996, Food Surveillance Information Sheet No.92. Vitamin K1 from Bolton-Smith et al Br.J. Nutr.83, 2000",35,3.5,2.6,2.4,0.56,4.3,0,1.3,0.4,86.8,0,,0,0,0,0,320,0,0,0,320,0,0.3,0,0,0,0,0,0,0,0.1,0,0,0,0.7,0,0,0,0,0,0,8,340,29,17,66,0.6,0.04,0.4,15,0.2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.9,0.5,0,0,0,0,0,0,53,0,56,0.09,0.08,0,0.7,0.7,0.28,0,67,0.28,0.3,69,0,0,0,0,0,0,0,0,0,0,0.9,119.5
"Cabbage, boiled in unsalted water, average",13-444,"Average of January King, Savoy, summer and white",Vegetables ,DG,"As MW5 50-750/VHS 13-185 with new LGC values for folates and carotenoids, Vitamin K1 from Bolton-Smith et al Br.J. Nutr.83, 2000",16,1,2.15,2,0.16,1.8,0,0.4,0.1,93.1,0,,0,0,0,0,210,0,0,0,805,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,8,120,33,4,25,0.3,0.01,0.1,9,0.2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0.9,0.1,0,0,0,0,0,0,134,0,35,0.08,0.01,0.3,0.2,0.5,0.08,0,39,0.15,0,20,0,0,0,0,0,0,0,0,0,0,0.2,201
"Cabbage, white, raw",13-445,IFR; outer leaves and stem removed,Vegetables ,DG,"As MW5 50-753/VHS 13-196 with carotenoids from LGC 'Determination of cis carotenoids in foodstuffs' 1997, Food Surveillance Information sheet No.104. Vitamin K1 from Bolton-Smith et al Br.J. Nutr.83, 2000",27,1.4,5,4.9,0.23,2.1,0,0.2,0.1,90.7,0,,0,0,0,0,19,0,15,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,7,240,49,6,29,0.5,0.01,0.2,40,0.2,0,2,0,11,0,0,0,0,0,0,0,0,0,2.3,0,2.1,0.5,0,0,0,0,0,0,3,0,0,0.12,0.01,0.3,0.2,0.5,0.18,0,34,0.21,0.1,35,0,0,0,0,0,0,0,0,0,0,0.2,60
"Courgette, raw",13-230,IFR; ends trimmed,Vegetables ,DG,"As VHS 13-230, Vitamin K1 from Bolton-Smith et al Br.J. Nutr.83, 2000",18,1.8,1.8,1.7,0.29,0.9,0,0.4,0.1,93.7,0,,0,0,0,0,550,0,0,0,610,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1,360,25,22,45,0.8,0.02,0.3,45,0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0.8,0.2,0,0,0,0,0,0,100,0,0,0.12,0.02,0.3,0.3,0,0.15,0,52,0.08,0,21,0,0,0,0,0,0,0,0,0,0,0,3.3
"Courgette, boiled in unsalted water",13-231,Analysis and calculation from raw,Vegetables ,DG,As VHS 13-231,19,2,2,1.9,0.32,1.2,0,0.4,0.1,93,0,,0,0,0,0,0,0,0,0,440,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1,210,19,17,36,0.6,0.01,0.2,26,0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0.9,0.2,0,0,0,0,0,0,73,0,0,0.08,0.02,0.2,0.3,0,0.09,0,31,0.11,0,11,0,0,0,0,0,0,0,0,0,0,0,0
"Courgette, fried in corn oil",13-232,IFR. As raw; sliced and shallow fried 5 minutes,Vegetables ,DG,"As VHS 13-232, Vitamin K1 from Bolton-Smith et al Br.J. Nutr.83, 2000",63,2.6,2.6,2.5,0.41,1.2,0,4.8,0.1,86.8,0,,0,0,0,0,450,0,0,0,500,0,0.6,0,0,0,0,0,0,0,1.2,0,0,0,2.8,0,0,0,0,0,0,1,490,38,32,61,1.4,0.05,0.5,65,0.1,1,0,0,46,0,0,0,0,0,0,0,0,0,1,0,1.2,0.3,0,0,0,0,0,0,83,0,0,0.1,0.01,0.4,0.4,0,0.09,0,42,0,0,15,0,0,0,0,0,0,0,0,0,0,0.83,3.69
"Cucumber, raw",13-233,"IFR; ends trimmed, not peeled",Vegetables ,DG,"As VHS 13-233, Vitamin K1 from Bolton-Smith et al Br.J. Nutr.83, 2000",10,0.7,1.5,1.4,0.11,0.6,0,0.1,0.1,96.4,0,,0,0,0,0,60,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,140,18,8,49,0.3,0.01,0.1,17,0.1,0,3,0,14,0,0,0,0,0,0,0,0,0,0.7,0,0.7,0,0,0,0,0,0,0,10,0,0,0.03,0.01,0.2,0.1,0,0.04,0,9,0.3,0.9,2,0,0,0,0,0,0,0,0,0,0,0.07,20.9
"Curly kale, raw",13-234,IFR; main ribs and stalks removed,Vegetables ,DG,"As VHS, Vitamin K1 from Bolton-Smith et al Br.J. Nutr.83, 2000",33,3.4,1.4,1.3,0.55,3.1,0,1.6,0.1,88.4,0,,0,0,0,0,3130,32,0,0,3145,0,0.2,0,0,0,0,0,0,0,0.1,0,0,0,0.9,0,0,0,0,0,0,43,450,130,34,61,1.7,0.03,0.4,68,0.8,2,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0.6,0.1,0,0,0,0,0,0,525,0,0,0.08,0.09,1,0.7,0,0.26,0,120,0.09,0.5,110,0,0,0,0,0,0,0,0,0,0,1.7,623
"Curly kale, boiled in salted water",13-235,IFR. As raw; shredded and boiled 7 minutes,Vegetables ,DG,As VHS 13-235,24,2.4,1,0.9,0.39,2.8,0,1.1,0.1,90.9,0,,0,0,0,0,3350,33,0,0,3375,0,0.2,0,0,0,0,0,0,0,0.1,0,0,0,0.6,0,0,0,0,0,0,100,160,150,8,39,2,0.02,0.2,0,0.4,2,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0.4,0.1,0,0,0,0,0,0,560,0,0,0.02,0.06,0.8,0.5,0,0.13,0,86,0.05,0.4,71,0,0,0,0,0,0,0,0,0,0,1.33,0
"Fennel, Florence, raw",13-241,IFR; inner leaves and bulb only,Vegetables ,DG,As VHS 13-241,12,0.9,1.8,1.7,0.15,2.4,0,0.2,0.1,94.2,0,,0,0,0,0,140,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,440,24,8,26,0.3,0.02,0.5,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0.7,0.1,0,0,0,0,0,0,23,0,0,0.06,0.01,0.6,0,0,0.06,0,42,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
"Fennel, Florence, boiled in salted water",13-242,IFR. As raw; boiled 14 minutes,Vegetables ,DG,"As VHS 13-242, Vitamin K1 from Bolton-Smith et al Br.J. Nutr.83, 2000",11,0.9,1.5,1.4,0.14,2.3,0,0.2,0.1,94.4,0,,0,0,0,0,60,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,300,20,7,21,0.2,0.01,0.4,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0.6,0.1,0,0,0,0,0,0,10,0,0,0.05,0.01,0.4,0,0,0.08,0,26,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4.9
"Garlic, raw",13-244,IFR; peeled cloves,Vegetables ,DG,As VHS 13-244,98,7.9,15.6,1.6,1.27,4.1,0,0.6,13.4,64.3,0,,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,4,620,19,25,170,1.9,0.06,1,73,0.5,2,3,0,1,0,0,0,0,0,0,0,0,0,0.4,0,0.6,0.6,0,0,0,0,0,0,0,0,0,0.13,0.03,0.3,1.9,0,0.38,0,5,0,0,17,0,0,0,0,0,0,0,0,0,0,0.01,0
"Gherkins, pickled, drained",13-246,"LGC; 10 samples, 5 brands",Vegetables ,DG,As VHS 13-246,14,0.9,2.55,2.35,0.14,1.2,0,0.1,0.2,92.8,0,,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,690,110,20,11,22,0.7,0.1,0.3,1060,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.8,1.1,0,0,0,0,0,0,0,0,0,0,0.02,0.1,0.1,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Peppers, capsicum, green, raw",13-318,IFR; stalk and seeds removed,Vegetables ,DG,"As VHS 13-318, Vitamin K1 from Bolton-Smith et al Br.J.Nutr. 83, 2000",15,0.8,2.6,2.4,0.13,1.6,0,0.3,0.1,93.3,0,,0,0,0,9,260,0,0,0,265,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,4,120,8,10,19,0.4,0.02,0.1,19,0.1,0,1,0,9,0,0,0,0,0,0,0,0,0,1,0,1.4,0,0,0,0,0,0,0,44,0,0,0.01,0.01,0.1,0.1,0,0.3,0,36,0.08,0,120,0,0,0,0,0,0,0,0,0,0,0.8,6.4
"Cabbage, January King, boiled in salted water",13-189,IFR. As raw; shredded and boiled 19 minutes,Vegetables ,DG,As VHS 13-189,18,0.8,2.5,2.3,0.13,2.1,0,0.6,0.2,92.5,0,,0,0,0,0,100,0,0,0,100,0,0.1,0,0,0,0,0,0,0,0.1,0,0,0,0.4,0,0,0,0,0,0,100,130,42,3,31,0.3,0.01,0.1,170,0.2,2,2,0,0,0,0,0,0,0,0,0,0,0,1.1,0,1,0.1,0,0,0,0,0,0,17,0,0,0.12,0.02,0.3,0.1,0,0.06,0,43,0.15,0,19,0,0,0,0,0,0,0,0,0,0,0.2,0
"Chicory, raw",13-225,IFR. Stem and inner leaves; pale variety,Vegetables ,DG,As VHS 13-225,11,0.55,1.85,0.7,0.09,0.9,0,0.6,0.2,94.3,0,,0,0,0,0,120,0,0,0,120,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,1,170,21,6,27,0.4,0.05,0.2,25,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0.4,0,0,0,0,0,0,0,20,0,0,0.14,0,0.1,0.2,0,0.01,0,14,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
"Cauliflower, raw",13-215,IFR; florets only,Vegetables ,DG,"As VHS 13-215, Vitamin K1 from Bolton-Smith et al Br.J. Nutr.83, 2000",34,3.6,3,2.5,0.58,1.8,0,0.9,0.4,88.4,0,,0,0,0,0,50,0,0,0,50,0,0.2,0,0,0,0,0,0,0,0.1,0,0,0,0.5,0,0,0,0,0,0,9,380,21,17,64,0.7,0.03,0.6,28,0.3,0,0,0,18,0,0,0,0,0,0,0,0,0,1.3,0,1.1,0.1,0,0,0,0,0,0,8,0,0,0.17,0.05,0.6,0.9,0,0.28,0,66,0.6,1.5,43,0,0,0,0,0,0,0,0,0,0,0.22,0
"Cauliflower, boiled in unsalted water",13-217,Based on boiled in salted water,Vegetables ,DG,"As VHS 13-217, Vitamin K1 from Bolton-Smith et al Br.J. Nutr.83, 2000",28,2.9,2.1,1.8,0.47,1.6,0,0.9,0.2,90.6,0,,0,0,0,0,60,0,0,0,60,0,0.2,0,0,0,0,0,0,0,0.1,0,0,0,0.5,0,0,0,0,0,0,4,120,17,12,52,0.4,0.02,0.4,14,0.2,0,0,0,15,0,0,0,0,0,0,0,0,0,0.9,0,0.8,0.1,0,0,0,0,0,0,10,0,0,0.07,0.04,0.4,0.7,0,0.15,0,51,0.42,1,27,0,0,0,0,0,0,0,0,0,0,0.11,28.5
"Okra, stir-fried in corn oil",13-302,IFR. As raw; sliced and fried 5 minutes,Vegetables ,DG,As VHS 13-302,269,4.3,4.35,3.55,0.69,6.3,0,26.1,0.7,54.5,0,,0,0,0,35,545,0,0,0,560,0,3.3,0,0,0,0,0,0,0,6.5,0,0,0,15.1,0,0,0,0,0,0,13,480,220,110,89,1.5,0.19,1,64,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,1.3,1.4,0,0,0,0,0,0,94,0,0,0.17,0.06,0.9,0.6,0,0.2,0,83,0.23,0,21,0,0,0,0,0,0,0,0,0,0,4.5,0
"Okra, boiled in unsalted water",13-301,Calcd. from raw,Vegetables ,DG,As VHS 13301,28,2.5,2.7,2.3,0.4,3.6,0,0.9,0.5,87.9,0,,0,0,0,29,450,0,0,0,465,0,0.3,0,0,0,0,0,0,0,0.1,0,0,0,0.3,0,0,0,0,0,0,5,310,120,57,54,0.6,0.09,0.5,0,0,1,0,0,22,0,0,0,0,0,0,0,0,0,0.6,0,0.8,0.9,0,0,0,0,0,0,77,0,0,0.13,0.05,0.9,0.3,0,0.19,0,46,0.21,0,16,0,0,0,0,0,0,0,0,0,0,0,0
"Mushrooms, common, fried in corn oil",13-286,IFR. As raw; sliced and fried 8 minutes,Vegetables ,DG,"As VHS 13-286, Vitamin K1 from Bolton-Smith et al Br.J.Nutr. 83, 2000",157,2.4,0.3,0.1,0.95,1.5,0,16.2,0.2,74.8,0,,0,0,0,0,0,0,0,0,0,0,2.1,0,0,0,0,0,0,0,4,0,0,0,9.4,0,0,0,0,0,0,4,340,8,19,100,1,0.4,0.5,89,0.1,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0.34,2.3,0.4,0,0.19,0,11,1.4,8,1,0,0,0,0,0,0,0,0,0,0,2.84,0.82
"Onions, raw",13-304,IFR; flesh only,Vegetables ,DG,As VHS,36,1.25,7.8,5.55,0.2,1.4,0,0.2,0,89,0,,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,3,160,25,4,30,0.3,0.05,0.2,25,0.1,1,3,0,15,0,0,0,0,0,0,0,0,0,2.1,0,1.6,1.9,0,0,0,0,0,0,2,0,0,0.13,0,0.7,0.3,0,0.2,0,17,0.11,0.9,5,0,0,0,0,0,0,0,0,0,0,0.31,0
